subgroup,L,p,seed,train_size,test_size,batch_size,epochs,steps_per_epoch,lr,random_sharing,device,pl_device,diff_method,single_qubit_block,init_scale,allow_overlap_if_needed,train_loss,test_loss,train_accuracy,test_accuracy,generalization_gap,num_parameters,subgroup_order,sharing_type,elapsed_seconds,requested_disjoint,actual_disjoint,overlap_count,split_mode
Z2_rot180,3,2,1,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9173054938010903,2.3632811923761663,0.6833333333333333,0.5266666666666666,0.15666666666666673,108,2,symmetry,63.196454458055086,True,True,0,disjoint
Z2_rot180,3,2,2,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.052633638284673,2.3911400033647756,0.7083333333333334,0.5566666666666666,0.15166666666666673,108,2,symmetry,76.14328516705427,True,True,0,disjoint
Z2_rot180,3,2,3,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.096115732679758,2.3735738002971845,0.6333333333333333,0.5166666666666667,0.11666666666666659,108,2,symmetry,63.930480999988504,True,True,0,disjoint
Z2_rot180,3,2,4,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.0076289510018706,2.45768659871684,0.7,0.49,0.20999999999999996,108,2,symmetry,63.753087916993536,True,True,0,disjoint
Z2_rot180,3,2,0,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.3001070118793288,2.3570973080515545,0.6044444444444445,0.5833333333333334,0.02111111111111108,108,2,symmetry,78.36666729208082,True,False,97,independent_fallback
Z2_rot180,3,2,1,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2455303314834723,2.233691276862358,0.5844444444444444,0.5933333333333334,-0.008888888888888946,108,2,symmetry,76.11980433296412,True,False,92,independent_fallback
Z2_rot180,3,2,2,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2892062864051614,2.3576472251462137,0.5777777777777777,0.5183333333333333,0.05944444444444441,108,2,symmetry,73.71576591709163,True,False,96,independent_fallback
Z2_rot180,3,2,3,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.286464846307641,2.3112160186667015,0.5644444444444444,0.5233333333333333,0.0411111111111111,108,2,symmetry,73.37671991600655,True,False,103,independent_fallback
Z2_rot180,3,2,4,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.21868885737943,2.3435855838371404,0.6111111111111112,0.55,0.061111111111111116,108,2,symmetry,74.14474424999207,True,False,91,independent_fallback
Z2_reflection,3,2,0,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.5604860691983815,2.4899429982718355,0.8666666666666667,0.5116666666666667,0.355,126,2,symmetry,69.38957179093268,True,True,0,disjoint
Z2_reflection,3,2,1,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.5451949550164565,2.661288564604197,0.9,0.4666666666666667,0.43333333333333335,126,2,symmetry,69.05210674996488,True,True,0,disjoint
Z2_reflection,3,2,2,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.4373644154885927,2.5872703116408875,0.8666666666666667,0.4666666666666667,0.4,126,2,symmetry,70.3518154999474,True,True,0,disjoint
Z2_reflection,3,2,3,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.6330766754999966,2.540078898052886,0.9,0.48,0.42000000000000004,126,2,symmetry,69.08413424994797,True,True,0,disjoint
Z2_reflection,3,2,4,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.4297193414398748,2.6062515004830753,0.9333333333333333,0.4866666666666667,0.44666666666666666,126,2,symmetry,69.0609142499743,True,True,0,disjoint
Z2_reflection,3,2,0,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.978183081589465,2.3118449234240326,0.7166666666666667,0.5733333333333334,0.1433333333333333,126,2,symmetry,67.48191462492105,True,True,0,disjoint
Z2_reflection,3,2,1,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9190562447310862,2.4012896591254207,0.7166666666666667,0.495,0.22166666666666668,126,2,symmetry,73.45375366695225,True,True,0,disjoint
Z2_reflection,3,2,2,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9165884719651543,2.5476981009399458,0.7083333333333334,0.475,0.2333333333333334,126,2,symmetry,72.83236379106529,True,True,0,disjoint
Z2_reflection,3,2,3,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9585346833252977,2.3864058771952417,0.6916666666666667,0.53,0.16166666666666663,126,2,symmetry,72.36502062506042,True,True,0,disjoint
Z2_reflection,3,2,4,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.990809325868121,2.4243329992221097,0.7333333333333333,0.54,0.19333333333333325,126,2,symmetry,72.7398636660073,True,True,0,disjoint
Z2_reflection,3,2,0,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2181440575245364,2.3173591164547913,0.6,0.57,0.030000000000000027,126,2,symmetry,76.87711387500167,True,False,97,independent_fallback
Z2_reflection,3,2,1,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2460586960463087,2.2935093316442465,0.5933333333333334,0.5633333333333334,0.030000000000000027,126,2,symmetry,78.6239136250224,True,False,92,independent_fallback
Z2_reflection,3,2,2,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2771473597260354,2.3155287420668236,0.58,0.5616666666666666,0.018333333333333313,126,2,symmetry,79.01678879198153,True,False,96,independent_fallback
Z2_reflection,3,2,3,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.2655597397906218,2.3010528653680713,0.6288888888888889,0.6016666666666667,0.02722222222222226,126,2,symmetry,77.4854664580198,True,False,103,independent_fallback
Z2_reflection,3,2,4,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.21166422737429,2.3346028965203933,0.62,0.5533333333333333,0.06666666666666665,126,2,symmetry,78.52936733292881,True,False,91,independent_fallback
C4,3,2,0,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.7976219722507776,2.3356693093115357,0.7666666666666667,0.5216666666666666,0.2450000000000001,60,4,symmetry,73.6114950410556,True,True,0,disjoint
C4,3,2,1,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.7314338567628553,2.758414268403611,0.8,0.43166666666666664,0.3683333333333334,60,4,symmetry,69.1539261250291,True,True,0,disjoint
C4,3,2,2,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.9004826438616873,2.481283185904249,0.7333333333333333,0.4683333333333333,0.26499999999999996,60,4,symmetry,68.60734804207459,True,True,0,disjoint
C4,3,2,3,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.8193578786831948,2.424961135005345,0.7,0.48833333333333334,0.21166666666666661,60,4,symmetry,72.7368289999431,True,True,0,disjoint
C4,3,2,4,30,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.668931060382328,2.436227142645586,0.8333333333333334,0.5016666666666667,0.33166666666666667,60,4,symmetry,73.54546937497798,True,True,0,disjoint
C4,3,2,0,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.1552665705789007,2.3327699458260494,0.575,0.535,0.039999999999999925,60,4,symmetry,73.14647670800332,True,True,0,disjoint
C4,3,2,1,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,1.963866321566431,2.3118303869241066,0.6583333333333333,0.535,0.1233333333333333,60,4,symmetry,71.35536850010976,True,True,0,disjoint
C4,3,2,2,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.01350898075756,2.285426637692186,0.7,0.605,0.09499999999999997,60,4,symmetry,69.74578404193744,True,True,0,disjoint
C4,3,2,3,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.1201786228248554,2.3455004086869478,0.6166666666666667,0.5533333333333333,0.06333333333333335,60,4,symmetry,67.18992170901038,True,True,0,disjoint
C4,3,2,4,120,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.0937413764199797,2.3356014030351995,0.675,0.535,0.14,60,4,symmetry,66.55513433297165,True,True,0,disjoint
C4,3,2,0,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.320802671150004,2.350471067601731,0.5266666666666666,0.485,0.04166666666666663,60,4,symmetry,76.53227445797529,True,False,97,independent_fallback
C4,3,2,1,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.175318193425352,2.2092975253655944,0.5911111111111111,0.6016666666666667,-0.01055555555555554,60,4,symmetry,72.81225991703104,True,False,92,independent_fallback
C4,3,2,2,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.232156479123795,2.2379105854990082,0.5711111111111111,0.5366666666666666,0.0344444444444445,60,4,symmetry,73.2703274579253,True,False,96,independent_fallback
C4,3,2,3,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.3178804451349584,2.306708174011469,0.5288888888888889,0.54,-0.011111111111111183,60,4,symmetry,74.49036954098847,True,False,103,independent_fallback
C4,3,2,4,450,600,15,30,10,0.01,False,cpu,lightning.qubit,adjoint,paper,0.1,True,2.235051569174176,2.2750527174985975,0.5533333333333333,0.535,0.018333333333333313,60,4,symmetry,77.30813374998979,True,False,91,independent_fallback
