subgroup,L,p,seed,train_size,test_size,batch_size,epochs,steps_per_epoch,lr,random_sharing,device,pl_device,diff_method,single_qubit_block,circuit_family,init_scale,allow_overlap_if_needed,epsilon,broken_K,train_loss,test_loss,train_accuracy,test_accuracy,generalization_gap,num_parameters,subgroup_order,sharing_type,elapsed_seconds,requested_disjoint,actual_disjoint,overlap_count,split_mode,requested_epsilon,actual_epsilon,corrupted_orbit_count,corruption_mode,corrupted_orbit_indices
D4,1,1,0,30,60,5,1,1,0.01,False,cpu,lightning.qubit,adjoint,paper,line_ccrz,0.1,True,0.0,D4,3.2555193983023867,3.3127960129477696,0.3333333333333333,0.38333333333333336,-0.050000000000000044,9,8,symmetry,0.3662653750507161,True,True,0,disjoint,0.0,0.0,0,none,()
D4,1,1,0,30,60,5,1,1,0.01,False,cpu,lightning.qubit,adjoint,paper,line_zzz_ccrz,0.1,True,0.0,D4,3.2555193983023876,3.3127960129477714,0.3333333333333333,0.38333333333333336,-0.050000000000000044,12,8,symmetry,0.38741108297836035,True,True,0,disjoint,0.0,0.0,0,none,()
