subgroup,L,p,seed,train_size,test_size,batch_size,epochs,steps_per_epoch,lr,random_sharing,device,pl_device,diff_method,init_scale,allow_overlap_if_needed,train_loss,test_loss,train_accuracy,test_accuracy,generalization_gap,num_parameters,subgroup_order,sharing_type,elapsed_seconds,requested_disjoint,actual_disjoint,overlap_count,split_mode
none,1,1,0,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,0.1,True,2.860318039192611,2.884213931574938,0.4311111111111111,0.43,0.0011111111111111183,25,1,symmetry,118.08324787509628,True,False,97,independent_fallback
D4,1,1,0,450,600,15,100,30,0.01,False,cpu,lightning.qubit,adjoint,0.1,True,2.879936560867486,2.8709909387517043,0.4,0.4166666666666667,-0.016666666666666663,6,8,symmetry,113.68574883393012,True,False,97,independent_fallback
