figure,source,metric,n,mean,std,ci95,params,subgroup,train_size,sharing_type,depth,L,p,circuit_family,source_family
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6913333333333334,0.033069791519014895,0.02898695032059922,54.0,D4,750.0,,,,,edge,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.736,0.02329162939770427,0.020416013322879685,78.0,C4,450.0,,,,,edge_line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.735,0.021278575558006184,0.01865149383353041,78.0,C4,600.0,,,,,edge_line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7369999999999999,0.03731249418388194,0.0327058431748484,78.0,C4,750.0,,,,,edge_line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7386666666666667,0.06008558710521,0.05266733923621188,72.0,D4,450.0,,,,,edge_line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.75,0.017118865486811723,0.015005347195064949,72.0,D4,600.0,,,,,edge_line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7466666666666667,0.017598926734952388,0.015426139432073662,72.0,D4,750.0,,,,,edge_line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7723333333333333,0.04107242924936929,0.036001571570635015,78.0,C4,450.0,,,,,edge_line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.761,0.039626730596628565,0.03473436082933183,78.0,C4,600.0,,,,,edge_line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.742,0.016766368453279064,0.014696369922157278,78.0,C4,750.0,,,,,edge_line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7196666666666667,0.026177810790396085,0.022945862856345624,72.0,D4,450.0,,,,,edge_line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7643333333333333,0.026420741010720214,0.0231588005830277,72.0,D4,600.0,,,,,edge_line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7333333333333333,0.017989194287435735,0.01576822402456563,72.0,D4,750.0,,,,,edge_line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.746,0.03130495168499708,0.027440000000000027,96.0,C4,450.0,,,,,edge_line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.778,0.014308117354223151,0.012541617829362264,96.0,C4,600.0,,,,,edge_line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.787,0.022924998485399226,0.020094647158993492,96.0,C4,750.0,,,,,edge_line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7953333333333333,0.018158254933286502,0.01591641221437096,90.0,D4,450.0,,,,,edge_line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.805,0.02131118642090735,0.018680078515181154,90.0,D4,600.0,,,,,edge_line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7736666666666666,0.06266533686532325,0.05492858960100426,90.0,D4,750.0,,,,,edge_line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7033333333333334,0.03769394292632882,0.03304019773952127,54.0,C4,450.0,,,,,line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7196666666666667,0.04207136793592525,0.03687717993556446,54.0,C4,600.0,,,,,line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7016666666666667,0.046502688094345664,0.04076140331244742,54.0,C4,750.0,,,,,line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7033333333333334,0.03769394292632882,0.03304019773952127,54.0,D4,450.0,,,,,line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7196666666666667,0.04207136793592525,0.03687717993556446,54.0,D4,600.0,,,,,line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7016666666666667,0.046502688094345664,0.04076140331244742,54.0,D4,750.0,,,,,line_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.678,0.014596422697207588,0.012794328604676563,54.0,C4,450.0,,,,,line_pair_crz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6683333333333333,0.02006932429798712,0.017591538369972685,54.0,C4,600.0,,,,,line_pair_crz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6806666666666666,0.05109359603272761,0.044785511546084254,54.0,C4,750.0,,,,,line_pair_crz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.678,0.014596422697207588,0.012794328604676563,54.0,D4,450.0,,,,,line_pair_crz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6683333333333333,0.02006932429798712,0.017591538369972685,54.0,D4,600.0,,,,,line_pair_crz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6806666666666666,0.05109359603272761,0.044785511546084254,54.0,D4,750.0,,,,,line_pair_crz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.697,0.02591117305119337,0.02271214457313775,54.0,C4,450.0,,,,,line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7003333333333334,0.05687950226380128,0.04985708196657943,54.0,C4,600.0,,,,,line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6876666666666666,0.03526880900865367,0.03091447413609217,54.0,C4,750.0,,,,,line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.697,0.02591117305119337,0.02271214457313775,54.0,D4,450.0,,,,,line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7003333333333334,0.05687950226380128,0.04985708196657943,54.0,D4,600.0,,,,,line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6876666666666666,0.03526880900865367,0.03091447413609217,54.0,D4,750.0,,,,,line_zzz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7496666666666667,0.019628494027249702,0.01720513360082454,72.0,C4,450.0,,,,,line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7486666666666666,0.03268961778777954,0.028653713352528844,72.0,C4,600.0,,,,,line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.748,0.03988525207809691,0.03496096489896506,72.0,C4,750.0,,,,,line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7496666666666667,0.019628494027249702,0.01720513360082454,72.0,D4,450.0,,,,,line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7486666666666666,0.03268961778777954,0.028653713352528844,72.0,D4,600.0,,,,,line_zzz_ccrz,
fig07,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.748,0.03988525207809691,0.03496096489896506,72.0,D4,750.0,,,,,line_zzz_ccrz,
fig07,results_rule_based_oracle.csv,accuracy,5478,1.0,0.0,0.0,0.0,D4_invariant,,,,,,deterministic_rule_oracle,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6776666666666668,0.023321425532949108,0.020442130786958387,60.0,C4,,,,,,edge,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6993333333333334,0.030221405217715023,0.026490229645412044,54.0,D4,,,,,,edge,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.735,0.021278575558006184,0.01865149383353041,78.0,C4,,,,,,edge_line_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.75,0.017118865486811723,0.015005347195064949,72.0,D4,,,,,,edge_line_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.761,0.039626730596628565,0.03473436082933183,78.0,C4,,,,,,edge_line_zzz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7643333333333333,0.026420741010720214,0.0231588005830277,72.0,D4,,,,,,edge_line_zzz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.778,0.014308117354223151,0.012541617829362264,96.0,C4,,,,,,edge_line_zzz_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.805,0.02131118642090735,0.018680078515181154,90.0,D4,,,,,,edge_line_zzz_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7196666666666667,0.04207136793592525,0.03687717993556446,54.0,C4,,,,,,line_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7196666666666667,0.04207136793592525,0.03687717993556446,54.0,D4,,,,,,line_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6683333333333333,0.02006932429798712,0.017591538369972685,54.0,C4,,,,,,line_pair_crz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.6683333333333333,0.02006932429798712,0.017591538369972685,54.0,D4,,,,,,line_pair_crz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7003333333333334,0.05687950226380128,0.04985708196657943,54.0,C4,,,,,,line_zzz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7003333333333334,0.05687950226380128,0.04985708196657943,54.0,D4,,,,,,line_zzz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7486666666666666,0.03268961778777954,0.028653713352528844,72.0,C4,,,,,,line_zzz_ccrz,
fig08,results_oracle_inspired_robust_C4D4_L3p2_train450_600_750.csv,test_accuracy,5,0.7486666666666666,0.03268961778777954,0.028653713352528844,72.0,D4,,,,,,line_zzz_ccrz,
fig09,combined_partial_oracle_train450,test_accuracy,5,0.689,0.019097702014174912,0.016739873887750077,60.0,C4,,,,,,edge,Meyer-style edge
fig09,combined_partial_oracle_train450,test_accuracy,5,0.6656666666666666,0.007870479302078391,0.006898779280101337,78.0,D2_V4,,,,,,edge,Meyer-style edge
fig09,combined_partial_oracle_train450,test_accuracy,5,0.6883333333333334,0.041079191812887446,0.03600749921891271,54.0,D4,,,,,,edge,Meyer-style edge
fig09,combined_partial_oracle_train450,test_accuracy,5,0.6776666666666666,0.03909745658110144,0.03427043169977421,126.0,Z2_reflection,,,,,,edge,Meyer-style edge
fig09,combined_partial_oracle_train450,test_accuracy,5,0.6773333333333333,0.018804550276757776,0.016482915060416,108.0,Z2_rot180,,,,,,edge,Meyer-style edge
fig09,combined_partial_oracle_train450,test_accuracy,5,0.6136666666666667,0.03300673331980075,0.02893167737196646,204.0,none,,,,,,edge,Meyer-style edge
fig09,combined_partial_oracle_train450,test_accuracy,5,0.736,0.02329162939770427,0.020416013322879685,78.0,C4,,,,,,edge_line_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7386666666666667,0.06008558710521,0.05266733923621188,72.0,D4,,,,,,edge_line_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7723333333333333,0.04107242924936929,0.036001571570635015,78.0,C4,,,,,,edge_line_zzz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7196666666666667,0.026177810790396085,0.022945862856345624,72.0,D4,,,,,,edge_line_zzz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.746,0.03130495168499708,0.027440000000000027,96.0,C4,,,,,,edge_line_zzz_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7953333333333333,0.018158254933286502,0.01591641221437096,90.0,D4,,,,,,edge_line_zzz_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7033333333333334,0.03769394292632882,0.03304019773952127,54.0,C4,,,,,,line_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7033333333333334,0.03769394292632882,0.03304019773952127,54.0,D4,,,,,,line_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.678,0.014596422697207588,0.012794328604676563,54.0,C4,,,,,,line_pair_crz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.678,0.014596422697207588,0.012794328604676563,54.0,D4,,,,,,line_pair_crz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.697,0.02591117305119337,0.02271214457313775,54.0,C4,,,,,,line_zzz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.697,0.02591117305119337,0.02271214457313775,54.0,D4,,,,,,line_zzz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7496666666666667,0.019628494027249702,0.01720513360082454,72.0,C4,,,,,,line_zzz_ccrz,oracle-inspired
fig09,combined_partial_oracle_train450,test_accuracy,5,0.7496666666666667,0.019628494027249702,0.01720513360082454,72.0,D4,,,,,,line_zzz_ccrz,oracle-inspired
